historical_index,historical_name,historical_version,normalized_name,present_in_B4B,present_in_P1B,present_in_M1L,historical_agreement,provenance_class,provenance_evidence,provenance_confidence,source_kind,source_locator,source_locator_authority,source_availability,source_query_timestamp,cardiosentinel_reference_class,reference_evidence,reference_locations,dependency_role,necessity_class,necessity_evidence,reconstructibility_class,reconstructibility_evidence,wheel_or_sdist_byte_authority,candidate_v2_disposition,disposition_basis,human_review_required,notes
180,openpyxl,3.1.5,openpyxl,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/openpyxl/3.1.5/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,not reached by the J1 closure; no declared role established,,UNRESOLVED,UNKNOWN,no direct import and no transitive relation established,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_EXCLUDE,necessity unknown; exclusion would be a guess,True,required_by=0 (explicitly installed root)
181,opentelemetry-api,1.38.0,opentelemetry-api,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/opentelemetry-api/1.38.0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 15 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,"required_by=15 (google-adk, google-cloud-logging, google-cloud-pubsub, opentelemetry-exporter-gcp-logging)"
182,opentelemetry-exporter-gcp-logging,1.11.0a0,opentelemetry-exporter-gcp-logging,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/opentelemetry-exporter-gcp-logging/1.11.0a0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 1 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,required_by=1 (google-adk)
183,opentelemetry-exporter-gcp-monitoring,1.10.0a0,opentelemetry-exporter-gcp-monitoring,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/opentelemetry-exporter-gcp-monitoring/1.10.0a0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 1 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,required_by=1 (google-adk)
184,opentelemetry-exporter-gcp-trace,1.9.0,opentelemetry-exporter-gcp-trace,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/opentelemetry-exporter-gcp-trace/1.9.0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 1 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,required_by=1 (google-adk)
185,opentelemetry-exporter-otlp,1.39.1,opentelemetry-exporter-otlp,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/opentelemetry-exporter-otlp/1.39.1/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,not reached by the J1 closure; no declared role established,,UNRESOLVED,UNKNOWN,no direct import and no transitive relation established,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_EXCLUDE,necessity unknown; exclusion would be a guess,True,required_by=0 (explicitly installed root)
186,opentelemetry-exporter-otlp-proto-common,1.38.0,opentelemetry-exporter-otlp-proto-common,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/opentelemetry-exporter-otlp-proto-common/1.38.0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 2 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,"required_by=2 (opentelemetry-exporter-otlp-proto-grpc, opentelemetry-exporter-otlp-proto-http)"
187,opentelemetry-exporter-otlp-proto-grpc,1.39.1,opentelemetry-exporter-otlp-proto-grpc,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/opentelemetry-exporter-otlp-proto-grpc/1.39.1/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 1 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,required_by=1 (opentelemetry-exporter-otlp)
188,opentelemetry-exporter-otlp-proto-http,1.38.0,opentelemetry-exporter-otlp-proto-http,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/opentelemetry-exporter-otlp-proto-http/1.38.0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 2 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,"required_by=2 (google-adk, opentelemetry-exporter-otlp)"
189,opentelemetry-instrumentation,0.60b1,opentelemetry-instrumentation,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/opentelemetry-instrumentation/0.60b1/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 2 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,"required_by=2 (opentelemetry-instrumentation-google-genai, opentelemetry-util-genai); console_scripts=2"
190,opentelemetry-instrumentation-google-genai,0.5b0,opentelemetry-instrumentation-google-genai,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/opentelemetry-instrumentation-google-genai/0.5b0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,not reached by the J1 closure; no declared role established,,UNRESOLVED,UNKNOWN,no direct import and no transitive relation established,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_EXCLUDE,necessity unknown; exclusion would be a guess,True,required_by=0 (explicitly installed root)
191,opentelemetry-proto,1.38.0,opentelemetry-proto,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/opentelemetry-proto/1.38.0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 3 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,"required_by=3 (opentelemetry-exporter-otlp-proto-common, opentelemetry-exporter-otlp-proto-grpc, opentelemetry-exporter-otlp-proto-http)"
192,opentelemetry-resourcedetector-gcp,1.9.0a0,opentelemetry-resourcedetector-gcp,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/opentelemetry-resourcedetector-gcp/1.9.0a0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 4 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,"required_by=4 (google-adk, opentelemetry-exporter-gcp-logging, opentelemetry-exporter-gcp-monitoring, opentelemetry-exporter-gcp-trace)"
193,opentelemetry-sdk,1.38.0,opentelemetry-sdk,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/opentelemetry-sdk/1.38.0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 8 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,"required_by=8 (google-adk, google-cloud-pubsub, opentelemetry-exporter-gcp-logging, opentelemetry-exporter-gcp-monitoring)"
194,opentelemetry-semantic-conventions,0.59b0,opentelemetry-semantic-conventions,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/opentelemetry-semantic-conventions/0.59b0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 4 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,"required_by=4 (opentelemetry-instrumentation, opentelemetry-instrumentation-google-genai, opentelemetry-sdk, opentelemetry-util-genai)"
195,opentelemetry-util-genai,0.2b0,opentelemetry-util-genai,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/opentelemetry-util-genai/0.2b0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 1 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,required_by=1 (opentelemetry-instrumentation-google-genai)
196,orjson,3.11.4,orjson,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 87 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/orjson/3.11.4/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 2 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,"required_by=2 (langsmith, prefect)"
197,packaging,25.0,packaging,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/packaging/25.0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,TRANSITIVE,reached via Requires-Dist from wfdb -> matplotlib,,TRANSITIVE_SCIENTIFIC,REQUIRED_ONLY_TRANSITIVELY,reached via Requires-Dist from wfdb -> matplotlib,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,RETAIN_TRANSITIVE,required by a retained distribution,False,
198,pandas,2.3.3,pandas,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 55 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/pandas/2.3.3/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,TRANSITIVE,reached via Requires-Dist from wfdb,,TRANSITIVE_SCIENTIFIC,REQUIRED_ONLY_TRANSITIVELY,reached via Requires-Dist from wfdb,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,RETAIN_TRANSITIVE,required by a retained distribution,False,
199,paramiko,5.0.0,paramiko,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/paramiko/5.0.0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 1 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,required_by=1 (fabric)
200,parso,0.8.5,parso,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/parso/0.8.5/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 1 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,required_by=1 (jedi)
201,pathspec,0.12.1,pathspec,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/pathspec/0.12.1/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 1 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,required_by=1 (prefect)
202,pbs-installer,2025.10.14,pbs-installer,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/pbs-installer/2025.10.14/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 1 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,required_by=1 (poetry); console_scripts=1
203,pendulum,3.1.0,pendulum,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 64 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/pendulum/3.1.0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 1 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,required_by=1 (prefect)
204,pexpect,4.9.0,pexpect,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/pexpect/4.9.0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 1 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,required_by=1 (ipython)
205,pillow,12.0.0,pillow,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 91 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/pillow/12.0.0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,TRANSITIVE,reached via Requires-Dist from wfdb -> matplotlib,,TRANSITIVE_SCIENTIFIC,REQUIRED_ONLY_TRANSITIVELY,reached via Requires-Dist from wfdb -> matplotlib,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,RETAIN_TRANSITIVE,required by a retained distribution,False,
206,pip,26.0.1,pip,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/pip/26.0.1/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,explicitly installed (required by no installed distribution) and provides 2 console script(s); not in the J1 closure,,INTERACTIVE_TOOLING,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,no J1 import and no transitive relation to the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,EXCLUDE_IF_HUMAN_APPROVED,command-line tooling with no established J1 relation,True,required_by=0 (explicitly installed root); console_scripts=2
207,pkginfo,1.12.1.2,pkginfo,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/pkginfo/1.12.1.2/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 1 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,required_by=1 (poetry); console_scripts=1
208,platformdirs,4.5.0,platformdirs,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/platformdirs/4.5.0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,"required by 4 installed distribution(s), none in the J1 closure",,TRANSITIVE_RUNTIME_SUPPORT,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,reachable only from distributions outside the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,UNRESOLVED_DO_NOT_RETAIN,no path to the J1 closure established,True,"required_by=4 (findpython, poetry, textual, virtualenv)"
209,plotly,6.3.1,plotly,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/plotly/6.3.1/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,explicitly installed (required by no installed distribution) and provides 1 console script(s); not in the J1 closure,,INTERACTIVE_TOOLING,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,no J1 import and no transitive relation to the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,EXCLUDE_IF_HUMAN_APPROVED,command-line tooling with no established J1 relation,True,required_by=0 (explicitly installed root); console_scripts=1
210,pluggy,1.6.0,pluggy,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/pluggy/1.6.0/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,reached via Requires-Dist from declared dev extra (pytest),,TEST_TOOLING,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,in the pytest/ruff dependency closure; absent from the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,EXCLUDE_TOOLING_FROM_SCIENTIFIC_RUNTIME,"declared dev tooling closure, not in the J1 closure",False,"required_by=2 (prefect, pytest)"
211,poetry,2.2.1,poetry,True,True,True,ALL_THREE_AGREE,PYPI_INDEX,pypi.org served 2 artifacts for this exact version,DIAGNOSTIC_INDEX_QUERY,PYPI_INDEX,https://pypi.org/pypi/poetry/2.2.1/json,DIAGNOSTIC_QUERY,AVAILABLE_FROM_QUERIED_SOURCE,2026-09-05T20:04:00Z,NONE_FOUND,explicitly installed (required by no installed distribution) and provides 1 console script(s); not in the J1 closure,,INTERACTIVE_TOOLING,NOT_REQUIRED_BY_J1_STATIC_CLOSURE,no J1 import and no transitive relation to the J1 closure,RECONSTRUCTIBLE_FROM_IDENTIFIED_SOURCE_BUT_BYTES_UNBOUND,index serves this version; no artifact digest is bound by any authority,ABSENT,EXCLUDE_IF_HUMAN_APPROVED,command-line tooling with no established J1 relation,True,required_by=0 (explicitly installed root); console_scripts=1
